VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
7SAYGDEF3P,Grant,Warden,WA,98857.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,237896851,POINT (-119.044355 46.965685),PUD NO 2 OF GRANT COUNTY,53025011300.0
5YJ3E1EA5K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21.0,201875110,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051928.0
KNDCM3LD2J,King,Seattle,WA,98199.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,36.0,474722622,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
1G1RC6S5XH,Pierce,Graham,WA,98338.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,2.0,104242960,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116.0
5YJYGDEE7M,Snohomish,Lynnwood,WA,98087.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,180345154,POINT (-122.2551991 47.8650827),PUGET SOUND ENERGY INC,53061051601.0
5YJYGDEE8M,Skagit,Bow,WA,98232.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,180572514,POINT (-122.4410546 48.5620007),PUGET SOUND ENERGY INC,53057950802.0
5YJ3E1EB6M,Snohomish,Edmonds,WA,98026.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,193727978,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050402.0
1N4AZ0CP5D,Snohomish,Lake Stevens,WA,98258.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,44.0,244549084,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052504.0
5YJ3E1EA7H,Whatcom,Lynden,WA,98264.0,2017,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,42.0,157596988,POINT (-122.4584536 48.9461196),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010303.0
KM8K33AG2K,Pierce,Gig Harbor,WA,98329.0,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,26.0,316835067,POINT (-122.6657985 47.383359),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072503.0
JTDKN3DP9D,Pierce,Spanaway,WA,98387.0,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,2.0,183797484,POINT (-122.435115 47.1045),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071414.0
2C4RC1N76L,Franklin,Pasco,WA,99301.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,9.0,138765924,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020607.0
5YJ3E1EB1K,Pierce,Bonney Lake,WA,98391.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,31.0,252821957,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070208.0
7SAYGAEE9P,Snohomish,Mukilteo,WA,98275.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,251714823,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042005.0
5YJ3E1EB5M,King,Mercer Island,WA,98040.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,169297978,POINT (-122.2377542 47.582905),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024400.0
5UXTA6C0XM,Whatcom,Bellingham,WA,98226.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,42.0,142208727,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000202.0
5YJ3E1EC6L,King,Federal Way,WA,98023.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,30.0,8844608,POINT (-122.363215 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030305.0
JTDKARFP8H,Pacific,Long Beach,WA,98631.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,19.0,230303349,POINT (-124.05412 46.3466),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,53049950501.0
WBY1Z2C54E,San Juan,Friday Harbor,WA,98250.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,40.0,475874696,POINT (-123.0219704 48.5316467),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960301.0
7SAYGDEE3P,Snohomish,Lake Stevens,WA,98258.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,236489879,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052604.0
WBY1Z4C54F,King,Auburn,WA,98092.0,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,31.0,2748413,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031202.0
7SAYGDEE0P,King,Maple Valley,WA,98038.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,245864874,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032003.0
KNDCC3LD0J,Pierce,Gig Harbor,WA,98332.0,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,26.0,118249099,POINT (-122.589645 47.342345),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072504.0
KNDJX3AE3J,Snohomish,Everett,WA,98208.0,2018,KIA,SOUL EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,111,33950,21.0,286732855,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041701.0
KNDRMDLH1N,Skagit,Mount Vernon,WA,98273.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,40.0,192339626,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952304.0
7SAYGAEE8P,Snohomish,Lake Stevens,WA,98258.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,244192798,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052506.0
1N4AZ0CP3F,King,Duvall,WA,98019.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,5.0,148415893,POINT (-121.9810747 47.7377962),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032401.0
KNDC3DLC5N,Spokane,Colbert,WA,99005.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4.0,211843901,POINT (-117.4015511 47.8159901),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063010203.0
5YJ3E1EA7P,Mason,Shelton,WA,98584.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35.0,239960038,POINT (-123.105305 47.211085),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,53045960500.0
5YJ3E1EA2P,Whitman,St John,WA,99171.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,219797196,POINT (-117.582395 47.08821),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53075000900.0
JTDKARFP8J,Benton,Kennewick,WA,99337.0,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,16.0,245495078,POINT (-119.14533 46.187395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011501.0
1C4JJXP61M,Burlington,Medford,NJ,8055.0,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,,196528265,POINT (-74.804545 39.86045),NON WASHINGTON STATE ELECTRIC UTILITY,34005703804.0
5YJXCBE28G,King,Redmond,WA,98053.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,45.0,108231497,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
5YJSA1H2XF,Pierce,Tacoma,WA,98444.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,29.0,249873347,POINT (-122.43827 47.153995),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071703.0
5YJ3E1EB5L,Benton,Kennewick,WA,99338.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,8.0,116824067,POINT (-119.1973001 46.1911488),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010815.0
5YJXCAE21H,Snohomish,Snohomish,WA,98296.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,44.0,211263118,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052008.0
WAUFJBFW9N,King,Federal Way,WA,98023.0,2022,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30.0,207633429,POINT (-122.363215 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030201.0
5YJYGDEE9L,King,Issaquah,WA,98027.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,5.0,128513094,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
7FCTGAAA2N,Kittitas,Cle Elum,WA,98922.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,228702022,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975104.0
3FMTK1RM0N,Pierce,University Place,WA,98466.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,227220731,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072309.0
WBY7Z2C50J,Snohomish,Arlington,WA,98223.0,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,0,39.0,120806654,POINT (-122.12324 48.19485),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053506.0
WAUTPBFF9H,King,Kirkland,WA,98034.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,1.0,179371384,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204.0
5YJSA1DPXD,Benton,Kennewick,WA,99338.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,16.0,135395438,POINT (-119.1973001 46.1911488),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010814.0
1G1FW6S06L,King,Seattle,WA,98106.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,34.0,166236745,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800.0
7SAYGAEE9N,Pierce,South Hill,WA,98374.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,25.0,187094862,POINT (-122.275748 47.1395924),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071211.0
5YJYGDEE7M,King,Redmond,WA,98053.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,141769967,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313.0
LPSED3KA3N,King,Seattle,WA,98116.0,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,183254242,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009701.0
KNDC34LA2P,Pierce,Tacoma,WA,98404.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,244868249,POINT (-122.4096963 47.2174975),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053063301.0
5YJ3E1EA0P,King,Auburn,WA,98002.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47.0,251324132,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030503.0
KNDC4DLC7P,Spokane,Spokane,WA,99223.0,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6.0,245522518,POINT (-117.369705 47.62637),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013401.0
1N4BZ1BV5N,Spokane,Spokane Valley,WA,99206.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4.0,185196805,POINT (-117.2459114 47.6525293),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063012401.0
WA1E2AFY6L,Pierce,University Place,WA,98466.0,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,28.0,109120721,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072307.0
5YJYGDEE7M,Snohomish,Granite Falls,WA,98252.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39.0,148999665,POINT (-121.96994 48.08334),PUGET SOUND ENERGY INC,53061053604.0
5YJXCAE22M,King,Redmond,WA,98053.0,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,137090173,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032332.0
3FA6P0SU6E,Snohomish,Snohomish,WA,98296.0,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,44.0,165851080,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052119.0
7SAXCBE50N,Whatcom,Bellingham,WA,98229.0,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,221114407,POINT (-122.4569227 48.7470973),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073001202.0
7SAYGAEE9P,Spokane,Spokane,WA,99223.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6.0,231082155,POINT (-117.369705 47.62637),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063004800.0
KNDCC3LG7L,Snohomish,Lynnwood,WA,98036.0,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,1.0,128574743,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051929.0
5YJ3E1EC5L,Clark,Ridgefield,WA,98642.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,18.0,240393863,POINT (-122.74291 45.818445),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303.0
5YJ3E1EC4P,King,Redmond,WA,98053.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,224668398,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032333.0
7SAYGDEE5P,Benton,Kennewick,WA,99338.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8.0,224128866,POINT (-119.1973001 46.1911488),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005010811.0
5YJ3E1EA7P,King,Seattle,WA,98121.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,245784458,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008003.0
1N4AZ0CP5E,King,Seattle,WA,98134.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11.0,4089592,POINT (-122.329815 47.57981),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0
5YJ3E1EA9P,King,Seattle,WA,98121.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,232598649,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.0
5YJ3E1EB7L,Snohomish,Mountlake Terrace,WA,98043.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1.0,110482445,POINT (-122.30842 47.78416),PUGET SOUND ENERGY INC,53061051200.0
1N4AZ1BV3N,Pierce,Graham,WA,98338.0,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,2.0,210081826,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073124.0
KM8KRDAF5P,Snohomish,Everett,WA,98201.0,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,38.0,235596133,POINT (-122.20722 47.979935),PUGET SOUND ENERGY INC,53061041500.0
7SAYGAEE6P,Snohomish,Edmonds,WA,98026.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,226014001,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050200.0
WA1G2AFYXN,Kittitas,Cle Elum,WA,98922.0,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,13.0,202194478,POINT (-120.938305 47.195355),PUGET SOUND ENERGY INC,53037975201.0
3FMTK1SSXP,Kitsap,Bremerton,WA,98337.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26.0,253559932,POINT (-122.635905 47.57097),PUGET SOUND ENERGY INC,53035080500.0
7SAYGDEE0P,Snohomish,Mill Creek,WA,98012.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,244313870,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061052008.0
1G1RB6S54H,Walla Walla,College Place,WA,99324.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,16.0,170658631,POINT (-118.38409 46.043895),PACIFICORP,53071920200.0
7SAYGDEE2P,Pierce,Edgewood,WA,98371.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31.0,232649469,POINT (-122.299155 47.19178),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940009.0
WMEEJ9AA9G,Whatcom,Custer,WA,98240.0,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,0,42.0,235522535,POINT (-122.6410958 48.919121),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010408.0
1N4AZ0CP4E,Skagit,Anacortes,WA,98221.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40.0,137309119,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940401.0
5YJ3E1EB7N,King,Seattle,WA,98116.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,194697296,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010501.0
1FMCU0KZ4N,Whatcom,Ferndale,WA,98248.0,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,42.0,208375499,POINT (-122.6011039 48.85324),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010504.0
1FADP5CU1G,Pierce,University Place,WA,98466.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,28.0,477991272,POINT (-122.537565 47.231645),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072311.0
5YJSA1E45H,Snohomish,Snohomish,WA,98290.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,44.0,476268649,POINT (-122.091505 47.915555),PUGET SOUND ENERGY INC,53061052402.0
WBY1Z6C59H,King,Vashon,WA,98070.0,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,34.0,120378415,POINT (-122.46049 47.44873),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027701.0
7SAYGDEF0N,Snohomish,Edmonds,WA,98020.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,200647107,POINT (-122.37507 47.80807),PUGET SOUND ENERGY INC,53061050402.0
5YJ3E1EB3P,Snohomish,Mukilteo,WA,98275.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21.0,251734605,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061042001.0
5YJYGAEE4M,Snohomish,Bothell,WA,98021.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,175303005,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051916.0
5YJSA1E28H,Spokane,Spokane,WA,99223.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,6.0,348813902,POINT (-117.369705 47.62637),BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,53063013401.0
1G1RD6S56H,Snohomish,Bothell,WA,98012.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,1.0,118592029,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051935.0
1N4AZ1CP7J,Snohomish,Bothell,WA,98021.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,1.0,476065614,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051916.0
7SAYGAEE7N,Skagit,Anacortes,WA,98221.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,40.0,218914958,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940401.0
1G1FX6S02H,Grays Harbor,Montesano,WA,98563.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,24.0,6312435,POINT (-123.60535 46.982215),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000401.0
7SAYGDEEXP,Snohomish,Lake Stevens,WA,98258.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44.0,251216626,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052603.0
7SAYGDEE2P,Benton,Richland,WA,99352.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8.0,251389316,POINT (-119.2952071 46.272495),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010819.0
KM8JFDA21P,Pierce,Puyallup,WA,98372.0,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,25.0,235266118,POINT (-122.28718 47.190465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071210.0
5YJSA1E43M,King,Seattle,WA,98121.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36.0,186672069,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201.0
5UXKT0C5XG,Pierce,Gig Harbor,WA,98335.0,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,26.0,108092071,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072409.0
1FT6W1EV5N,Adams,Ritzville,WA,99169.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,9.0,227286657,POINT (-118.376715 47.12569),"BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||BIG BEND ELECTRIC COOP, INC",53001950100.0
